item-name,item-description,listing-id,seller-sku,price,quantity,open-date,image-url,item-is-marketplace,product-id-type,zshop-shipping-fee,item-note,item-condition,zshop-category1,zshop-browse-path,zshop-storefront-feature,asin1,asin2,asin3,will-ship-internationally,expedited-shipping,zshop-boldface,product-id,bid-for-featured-placement,add-delete,pending-quantity,fulfillment-channel
Sigma Alpha Epsilon Cuff Links (Gold-Plated),Beautiful craftsmanship with intricate enamel work using a high-heat hard enameling process which ensures a smooth finish and longevity. Inspired by the official Sigma Alpha Epsilon flag. Rhodium coated and polished to a brilliant shine.,0510O1F1DBI,A-006-SigmaAlphaEpsilon-GP,29,22,2014-05-09 17:10:56 PDT,,y,1,,,11,,,,B00IGIGCH8,,,1,,,B00IGIGCH8,,,0,DEFAULT
Sigma Chi Cuff Links,Beautiful craftsmanship with intricate enamel work using a high-heat hard enameling process which ensures a smooth finish and longevity. Inspired by the official Sigma Chi flag. Rhodium coated and polished to a brilliant shine.,0522NCEUYEO,A-006-SigmaChi,29,49,2013-05-21 17:26:19 PDT,,y,1,,,11,,,,B00CXBHZ7A,,,1,,,B00CXBHZ7A,,,0,DEFAULT
Sigma Nu Cuff Links (Gold-Plated),Beautiful craftsmanship with intricate enamel work using a high-heat hard enameling process which ensures a smooth finish and longevity. Sigma Nu letters surrounded by black enamel. Rhodium coated and polished to a brilliant shine.,0510O1F17IC,A-006-SigmaNu-GP,29,1,2014-05-09 17:10:54 PDT,,y,1,,,11,,,,B00IGIHEN4,,,1,,,B00IGIHEN4,,,0,DEFAULT
Sigma Phi Epsilon Cuff Links,Beautiful craftsmanship with intricate enamel work using a high-heat hard enameling process which ensures a smooth finish and longevity. Inspired by the official Sigma Phi Epsilon flag. Rhodium coated and polished to a brilliant shine.,0522NCEVT7U,A-006-SigmaPhiEpsilon,29,7,2013-05-21 17:27:06 PDT,,y,1,,,11,,,,B00CXBII0I,,,1,,,B00CXBII0I,,,0,DEFAULT
Sigma Phi Epsilon Cuff Links (Gold-Plated),Beautiful craftsmanship with intricate enamel work using a high-heat hard enameling process which ensures a smooth finish and longevity. Inspired by the official Sigma Phi Epsilon flag. Rhodium coated and polished to a brilliant shine.,0522NCEVTFC,A-006-SigmaPhiEpsilon-GP,29,2,2013-05-21 17:27:08 PDT,,y,1,,,11,,,,B00CXBIIVC,,,1,,,B00CXBIIVC,,,0,DEFAULT
Tau Kappa Epsilon Flag Cuff Links,Beautiful craftsmanship with intricate enamel work using a high-heat hard enameling process which ensures a smooth finish and longevity. Inspired by the official Tau Kappa Epsilon flag. Rhodium coated and polished to a brilliant shine.,0522NCEWI3O,A-006-TauKappaEpsilon,29,3,2013-05-21 17:27:53 PDT,,y,1,,,11,,,,B00CXBIZOM,,,1,,,B00CXBIZOM,,,0,DEFAULT
Theta Delta Chi Cuff Links,Beautiful craftsmanship with intricate enamel work using a high-heat hard enameling process which ensures a smooth finish and longevity. Inspired by the official Alpha Tau Omega flag. Rhodium coated and polished to a brilliant shine.,1001P7Y5XUO,A-006-ThetaDeltaChi,29,100,2015-10-01 13:39:12 PDT,,y,1,,,11,,,,B0161WCY5Y,,,1,,,B0161WCY5Y,,,0,DEFAULT
Theta Tau Cuff Links (Gold-Plated),Beautiful craftsmanship with intricate enamel work using a high-heat hard enameling process which ensures a smooth finish and longevity. Inspired by the official Theta Tau flag. Rhodium coated and polished to a brilliant shine.,0522NCEW0UU,A-006-ThetaTau-GP,29,10,2013-05-21 17:27:29 PDT,,y,1,,,11,,,,B00CXBIR7C,,,1,,,B00CXBIR7C,,,0,DEFAULT
Phi Beta Sigma 14K Gold Plated Greek Letter Lapel Pin,"<p>A very nice Phi Beta Sigma lapel pin finished in 14k gold plating. Perfect gift for that Phi Beta Sigma Fraternity member.</p> <p>Comes in a nice gift box, making it the perfect gift!</p>",0319QRDUR70,A-010-PhiBetaSigma,5.99,94,2016-03-18 18:45:33 PDT,,y,1,,,11,,,,B01D5MZHXO,,,1,,,B01D5MZHXO,,,0,DEFAULT
Alpha Chi Omega Green Bangle Cuff Bracelet,"Elegant Alpha Chi Omega bangle with raised letters. Intricate details surrounded by beautiful Green enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0304NK3PEA0,A-100-AlphaChiOmega-Green,19,20,2013-03-03 16:32:35 PST,,y,1,,,11,,,,B00BOD7L5O,,,1,,,B00BOD7L5O,,,0,DEFAULT
Alpha Chi Omega Red Bangle Cuff Bracelet,"Elegant Alpha Chi Omega bangle with raised letters. Intricate details surrounded by beautiful Red enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0304NK3PHIO,A-100-AlphaChiOmega-Red,19,5,2013-03-03 16:32:36 PST,,y,1,,,11,,,,B00BOD7LC2,,,1,,,B00BOD7LC2,,,0,DEFAULT
Alpha Delta Pi Bangle Cuff Bracelet,"Elegant Alpha Delta Pi bangle with raised letters. Intricate details surrounded by beautiful light Blue enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0825MUWM7VI,A-100-AlphaDeltaPi,19,15,2012-08-24 17:19:13 PDT,,y,1,,,11,,,,B0091Y7C2K,,,1,,,B0091Y7C2K,,,0,DEFAULT
Alpha Delta Pi White Bangle Cuff Bracelet,"Elegant Alpha Delta Pi bangle with raised letters. Intricate details surrounded by beautiful light White enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0403PZLPSIO,A-100-AlphaDeltaPi-White,19,20,2015-04-03 16:39:46 PDT,,y,1,,,11,,,,B00VN58J2C,,,1,,,B00VN58J2C,,,0,DEFAULT
Alpha Epsilon Phi Black Bangle Cuff Bracelet,"Elegant Alpha Epsilon Phi bangle with raised letters. Intricate details surrounded by beautiful Black enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0403PZM81GO,A-100-AlphaEpsilonPhi-Black,19,15,2015-04-03 16:48:37 PDT,,y,1,,,11,,,,B00VN5RKMM,,,1,,,B00VN5RKMM,,,0,DEFAULT
Alpha Epsilon Phi Green Bangle Cuff Bracelet,"Elegant Alpha Epsilon Phi bangle with raised letters. Intricate details surrounded by beautiful Green enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0403PZMEARI,A-100-AlphaEpsilonPhi-Green,19,5,2015-04-03 16:52:19 PDT,,y,1,,,11,,,,B00VN5YSFO,,,1,,,B00VN5YSFO,,,0,DEFAULT
Alpha Kappa Psi bangle Cuff Bracelet with Greek letters in rhodium and Light ...,"Elegant Alpha Kappa Psi bangle with raised letters. Intricate details surrounded by beautiful light blue enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",1001P7VS9M6,A-100-AlphaKappaPsi-Bblue,20,4,2015-10-01 13:19:25 PDT,,y,1,,,11,,,,B0161VY1WO,,,1,,,B0161VY1WO,,,0,DEFAULT
Alpha Kappa Psi bangle Cuff Bracelet with Greek letters in rhodium and Black ...,"Elegant Alpha Kappa Psi bangle with raised letters. Intricate details surrounded by beautiful black enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",1001P7VSHSC,A-100-AlphaKappaPsi-Black,20,4,2015-10-01 13:19:28 PDT,,y,1,,,11,,,,B0161VY3HC,,,1,,,B0161VY3HC,,,0,DEFAULT
Alpha Kappa Psi bangle Cuff Bracelet with Greek letters in rhodium and White ...,"Elegant Alpha Kappa Psi bangle with raised letters. Intricate details surrounded by beautiful white enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",1001P7VSX36,A-100-AlphaKappaPsi-White,20,4,2015-10-01 13:19:31 PDT,,y,1,,,11,,,,B0161VY5D4,,,1,,,B0161VY5D4,,,0,DEFAULT
Alpha Kappa Psi bangle Cuff Bracelet with Greek letters in rhodium and Yellow...,"Elegant Alpha Kappa Psi bangle with raised letters. Intricate details surrounded by beautiful yellow enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",1001P7VTBP0,A-100-AlphaKappaPsi-Yellow,20,4,2015-10-01 13:19:33 PDT,,y,1,,,11,,,,B0161VY6SS,,,1,,,B0161VY6SS,,,0,DEFAULT
Alpha Omicron Pi Bangle Cuff Bracelet (Red),"Elegant Alpha Omicron Pi bangle with raised letters. Intricate details surrounded by beautiful Red enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0825MUWLXRC,A-100-AlphaOmicronPi-Red,19,19,2012-08-24 17:18:55 PDT,,y,1,,,11,,,,B0091Y780G,,,1,,,B0091Y780G,,,0,DEFAULT
Alpha Omicron Pi Bangle Cuff Bracelet with White Enamel AOII Sorority Jewelry,"Elegant Alpha Omicron Pi bangle bracelet with raised letters. Intricate details surrounded by beautiful white enamel. The bangle can be bent slightly for a custom fit. Created exclusively by The Collegiate Standard, this one of a kind piece can be worn at casual or more formal settings.",0319QRE6MRI,A-100-AlphaOmicronPi-White,20,50,2016-03-18 18:52:05 PDT,,y,1,,,11,,,,B01D5N73SA,,,1,,,B01D5N73SA,,,0,DEFAULT
Alpha Phi Bangle Cuff Bracelet with Maroon Red Enamel Sorority Jewelry,"Elegant Alpha Phi bangle bracelet with raised letters. Intricate details surrounded by beautiful maroon red enamel. The bangle can be bent slightly for a custom fit. Created exclusively by The Collegiate Standard, this one of a kind piece can be worn at casual or more formal settings.",0319QRE6NJU,A-100-AlphaPhi-Maroon,20,50,2016-03-18 18:52:07 PDT,,y,1,,,11,,,,B01D5N74MK,,,1,,,B01D5N74MK,,,0,DEFAULT
Alpha Phi Bangle Cuff Bracelet with White Enamel Sorority Jewelry,"Elegant Alpha Phi bangle bracelet with raised letters. Intricate details surrounded by beautiful white enamel. The bangle can be bent slightly for a custom fit. Created exclusively by The Collegiate Standard, this one of a kind piece can be worn at casual or more formal settings.",0319QRE6OC6,A-100-AlphaPhi-White,20,50,2016-03-18 18:52:08 PDT,,y,1,,,11,,,,B01D5N759C,,,1,,,B01D5N759C,,,0,DEFAULT
Alpha Phi Omega Bangle Cuff Bracelet (Green),"Elegant Alpha Phi Omega bangle with raised letters. Intricate details surrounded by beautiful Greed enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0514OGQOGUC,A-100-AlphaPhiOmega-Green,19,3,2014-05-14 16:45:41 PDT,,y,1,,,11,,,,B00KC8F2PI,,,1,,,B00KC8F2PI,,,0,DEFAULT
Alpha Ph iOmega Bangle Cuff Bracelet (Pink),"Elegant Alpha Phi Omega bangle with raised letters. Intricate details surrounded by beautiful Pink enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0514OGQOL66,A-100-AlphaPhiOmega-Pink,19,4,2014-05-14 16:45:47 PDT,,y,1,,,11,,,,B00KC8F42Y,,,1,,,B00KC8F42Y,,,0,DEFAULT
Alpha Phi Omega Bangle Cuff Bracelet (Purple),"Elegant Alpha Phi Omega bangle with raised letters. Intricate details surrounded by beautiful Purple enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0304NK3S4YI,A-100-AlphaPhiOmega-Purple,19,10,2013-03-03 16:33:20 PST,,y,1,,,11,,,,B00BOD7SCU,,,1,,,B00BOD7SCU,,,0,DEFAULT
Alpha Phi Omega Bangle Cuff Bracelet (Red),"Elegant Alpha Phi Omega bangle with raised letters. Intricate details surrounded by beautiful Red enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0304NK3RZH0,A-100-AlphaPhiOmega-Red,19,12,2013-03-03 16:33:18 PST,,y,1,,,11,,,,B00BOD7RXA,,,1,,,B00BOD7RXA,,,0,DEFAULT
Alpha Phi Omega Bangle Cuff Bracelet (White),"Elegant Alpha Phi Omega bangle with raised letters. Intricate details surrounded by beautiful White enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0304NK3S7HC,A-100-AlphaPhiOmega-White,19,7,2013-03-03 16:33:22 PST,,y,1,,,11,,,,B00BOD7SMK,,,1,,,B00BOD7SMK,,,0,DEFAULT
Alpha Xi Delta Light Blue Bangle Cuff Bracelet,"Elegant Alpha Xi Delta bangle with raised letters. Intricate details surrounded by beautiful light blue enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0404PZNDWUI,A-100-AlphaXiDelta-Bblue,19,12,2015-04-03 17:05:23 PDT,,y,1,,,11,,,,B00VN6M3BY,,,1,,,B00VN6M3BY,,,0,DEFAULT
Alpha Xi Delta Blue Bangle Cuff Bracelet,"Elegant Alpha Xi Delta bangle with raised letters. Intricate details surrounded by beautiful Dark Blue enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0404PZN500I,A-100-AlphaXiDelta-Blue,19,20,2015-04-03 17:02:47 PDT,,y,1,,,11,,,,B00VN6I94O,,,1,,,B00VN6I94O,,,0,DEFAULT
Chi Omega Bangle Bangle Cuff Bracelet (Red),"Elegant Chi Omega bangle with raised letters. Intricate details surrounded by beautiful Red enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0304NK3WC1O,A-100-ChiOmega-Red,19,24,2013-03-03 16:34:32 PST,,y,1,,,11,,,,B00BOD82MA,,,1,,,B00BOD82MA,,,0,DEFAULT
Chi Omega Bangle Bangle Cuff Bracelet (Yellow),"Elegant Chi Omega bangle with raised letters. Intricate details surrounded by beautiful Yellow enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0304NK3WF66,A-100-ChiOmega-Yellow,19,30,2013-03-03 16:34:33 PST,,y,1,,,11,,,,B00BOD82SO,,,1,,,B00BOD82SO,,,0,DEFAULT
Delta Delta Delta Bangle Cuff Bracelet (Blue),"Elegant Delta Delta Delta bangle with raised letters. Intricate details surrounded by beautiful Blue enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0304NK3Z1X0,A-100-DeltaDeltaDelta-Blue,19,29,2013-03-03 16:35:17 PST,,y,1,,,11,,,,B00BOD89H8,,,1,,,B00BOD89H8,,,0,DEFAULT
Delta Gamma Bangle Cuff Bracelet (Black),"Elegant Delta Gamma bangle with raised letters. Intricate details surrounded by beautiful Black enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0514OGQNMAC,A-100-DeltaGamma-Black,19,15,2014-05-14 16:45:03 PDT,,y,1,,,11,,,,B00KC8ESAI,,,1,,,B00KC8ESAI,,,0,DEFAULT
Delta Gamma Bangle Cuff Bracelet (Blue),"Elegant Delta Gamma bangle with raised letters. Intricate details surrounded by beautiful Blue enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0514OGQNJDC,A-100-DeltaGamma-Blue,19,14,2014-05-14 16:44:59 PDT,,y,1,,,11,,,,B00KC8ERIG,,,1,,,B00KC8ERIG,,,0,DEFAULT
Delta Gamma Bangle Cuff Bracelet (Light Blue),"Elegant Delta Gamma bangle with raised letters. Intricate details surrounded by beautiful Light Blue enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0304NK407L0,A-100-DeltaGamma-LightBlue,19,19,2013-03-03 16:35:38 PST,,y,1,,,11,,,,B00BOD8CKW,,,1,,,B00BOD8CKW,,,0,DEFAULT
Delta Gamma Bangle Cuff Bracelet (Pink),"Elegant Delta Gamma bangle with raised letters. Intricate details surrounded by beautiful Pink enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0304NK40DMI,A-100-DeltaGamma-Pink,19,29,2013-03-03 16:35:40 PST,,y,1,,,11,,,,B00BOD8CY8,,,1,,,B00BOD8CY8,,,0,DEFAULT
Delta Gamma Bangle Cuff Bracelet (White),"Elegant Delta Gamma bangle with raised letters. Intricate details surrounded by beautiful White enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0514OGQNHDO,A-100-DeltaGamma-White,19,14,2014-05-14 16:44:57 PDT,,y,1,,,11,,,,B00KC8EQQ4,,,1,,,B00KC8EQQ4,,,0,DEFAULT
Delta Gamma Bangle Cuff Bracelet (Yellow),"Elegant Delta Gamma bangle with raised letters. Intricate details surrounded by beautiful Yellow enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0514OGQNFE0,A-100-DeltaGamma-Yellow,19,4,2014-05-14 16:44:51 PDT,,y,1,,,11,,,,B00KC8EPF6,,,1,,,B00KC8EPF6,,,0,DEFAULT
Delta Sigma Pi Black Bangle Cuff Bracelet,"Elegant Delta Sigma Pi bangle with raised letters. Intricate details surrounded by beautiful Black enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0304NK45V7U,A-100-DeltaSigmaPi-Black,19,6,2013-03-03 16:37:14 PST,,y,1,,,11,,,,B00BOD8S0Q,,,1,,,B00BOD8S0Q,,,0,DEFAULT
Delta Sigma Pi Blue Bangle Cuff Bracelet,"Elegant Delta Sigma Pi bangle with raised letters. Intricate details surrounded by beautiful Blue enamel. The bangle can be bent slightly for a custom fit. Created exclusively by our company, this one of a kind piece can be worn at casual or more formal settings.",0304NK461G0,A-100-DeltaSigmaPi-Blue,19,24,2013-03-03 16:37:17 PST,,y,1,,,11,,,,B00BOD8SKG,,,1,,,B00BOD8SKG,,,0,DEFAULT
