item-name,item-description,listing-id,seller-sku,price,quantity,open-date,image-url,item-is-marketplace,product-id-type,zshop-shipping-fee,item-note,item-condition,zshop-category1,zshop-browse-path,zshop-storefront-feature,asin1,asin2,asin3,will-ship-internationally,expedited-shipping,zshop-boldface,product-id,bid-for-featured-placement,add-delete,pending-quantity,fulfillment-channel
Kappa Delta Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver Kappa Delta lavaliere pendant with Greek letters set with a genuine Swarovski™ clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC48Q7I,N-002-KappaDelta-20,29,20,2014-04-30 16:36:35 PDT,,y,1,,,11,,,,B00K1OPQHW,,,1,,,B00K1OPQHW,,,0,DEFAULT
Kappa Delta Sterling Silver Lavaliere with Swarovski™ Green Crystal,"Stunning sterling silver silver Kappa Delta lavaliere pendant with Greek letters set with a genuine Swarovski™ green crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself! (This listing is for the pendant only).",1217NWSRLAC,N-002-KappaDelta-Green,20,16,2013-12-17 15:15:56 PST,,y,1,,,11,,,,B00BOD9M06,,,1,,,B00BOD9M06,,,0,DEFAULT
Kappa Delta Sterling Silver Lavaliere with Swarovski™ Green Crystal,"Stunning sterling silver silver Kappa Delta lavaliere pendant with Greek letters set with a genuine Swarovski™ green crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC48146,N-002-KappaDelta-Green-16,29,18,2014-04-30 16:36:21 PDT,,y,1,,,11,,,,B00K1OPJWE,,,1,,,B00K1OPJWE,,,0,DEFAULT
Kappa Delta Sterling Silver Lavaliere with Swarovski™ Green Crystal,"Stunning sterling silver silver Kappa Delta lavaliere pendant with Greek letters set with a genuine Swarovski™ green crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC4867I,N-002-KappaDelta-Green-18,29,47,2014-04-30 16:36:24 PDT,,y,1,,,11,,,,B00K1OPL2C,,,1,,,B00K1OPL2C,,,0,DEFAULT
Kappa Delta Sterling Silver Lavaliere with Swarovski™ Green Crystal,"Stunning sterling silver silver Kappa Delta lavaliere pendant with Greek letters set with a genuine Swarovski™ green crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC488VC,N-002-KappaDelta-Green-20,29,18,2014-04-30 16:36:26 PDT,,y,1,,,11,,,,B00K1OPM8K,,,1,,,B00K1OPM8K,,,0,DEFAULT
Kappa Delta Sterling Silver Lavaliere with Swarovski™ Green Crystal,"Stunning sterling silver silver Kappa Delta lavaliere pendant with Greek letters set with a genuine Swarovski™ green crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC47U8O,N-002-KappaDelta-Green-P,29,4,2014-04-30 16:36:17 PDT,,y,1,,,11,,,,B00K1OPIA2,,,1,,,B00K1OPIA2,,,0,DEFAULT
Kappa Delta Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver Kappa Delta lavaliere pendant with Greek letters set with a genuine Swarovski™ clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC48AG0,N-002-KappaDelta-P,29,7,2014-04-30 16:36:28 PDT,,y,1,,,11,,,,B00K1OPMSK,,,1,,,B00K1OPMSK,,,0,DEFAULT
Kappa Kappa Gamma Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver Kappa Kappa Gamma lavaliere pendant with Greek letters set with a genuine Swarovski™ clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself! (This listing is for the pendant only).",0304NK4KQ2U,N-002-KappaKappaGamma,20,10,2013-03-03 16:41:04 PST,,y,1,,,11,,,,B00BOD9QR0,,,1,,,B00BOD9QR0,,,0,DEFAULT
Kappa Kappa Gamma Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver Kappa Kappa Gamma lavaliere pendant with Greek letters set with a genuine Swarovski™ clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC47JC6,N-002-KappaKappaGamma-16,29,9,2014-04-30 16:36:12 PDT,,y,1,,,11,,,,B00K1OPFBE,,,1,,,B00K1OPFBE,,,0,DEFAULT
Kappa Kappa Gamma Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver Kappa Kappa Gamma lavaliere pendant with Greek letters set with a genuine Swarovski™ clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC47MXC,N-002-KappaKappaGamma-18,29,10,2014-04-30 16:36:14 PDT,,y,1,,,11,,,,B00K1OPGI6,,,1,,,B00K1OPGI6,,,0,DEFAULT
Kappa Kappa Gamma Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver Kappa Kappa Gamma lavaliere pendant with Greek letters set with a genuine Swarovski™ clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC47QB0,N-002-KappaKappaGamma-20,29,10,2014-04-30 16:36:16 PDT,,y,1,,,11,,,,B00K1OPHDK,,,1,,,B00K1OPHDK,,,0,DEFAULT
Kappa Kappa Gamma Sterling Silver Lavaliere with Swarovski™ Baby Blue Crystal,"Stunning sterling silver silver Kappa Kappa Gamma lavaliere pendant with Greek letters set with a genuine Swarovski™ light blue crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself! (This listing is for the pendant only).",0304NK4KUXU,N-002-KappaKappaGamma-Bblue,20,10,2013-03-03 16:41:06 PST,,y,1,,,11,,,,B00BOD9QZW,,,1,,,B00BOD9QZW,,,0,DEFAULT
Kappa Kappa Gamma Sterling Silver Lavaliere with Swarovski™ Baby Blue Crystal,"Stunning sterling silver silver Kappa Kappa Gamma lavaliere pendant with Greek letters set with a genuine Swarovski™ light blue crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC46M60,N-002-KappaKappaGamma-Bblue-16,29,10,2014-04-30 16:36:00 PDT,,y,1,,,11,,,,B00K1OP9JM,,,1,,,B00K1OP9JM,,,0,DEFAULT
Kappa Kappa Gamma Sterling Silver Lavaliere with Swarovski™ Baby Blue Crystal,"Stunning sterling silver silver Kappa Kappa Gamma lavaliere pendant with Greek letters set with a genuine Swarovski™ light blue crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC46RII,N-002-KappaKappaGamma-Bblue-18,29,10,2014-04-30 16:36:02 PDT,,y,1,,,11,,,,B00K1OPA9Q,,,1,,,B00K1OPA9Q,,,0,DEFAULT
Kappa Kappa Gamma Sterling Silver Lavaliere with Swarovski™ Baby Blue Crystal,"Stunning sterling silver silver Kappa Kappa Gamma lavaliere pendant with Greek letters set with a genuine Swarovski™ light blue crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC46ZS0,N-002-KappaKappaGamma-Bblue-20,29,10,2014-04-30 16:36:03 PDT,,y,1,,,11,,,,B00K1OPB5Y,,,1,,,B00K1OPB5Y,,,0,DEFAULT
Kappa Kappa Gamma Sterling Silver Lavaliere with Swarovski™ Baby Blue Crystal,"Stunning sterling silver silver Kappa Kappa Gamma lavaliere pendant with Greek letters set with a genuine Swarovski™ light blue crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC46CQU,N-002-KappaKappaGamma-Bblue-P,29,5,2014-04-30 16:35:56 PDT,,y,1,,,11,,,,B00K1OP7MQ,,,1,,,B00K1OP7MQ,,,0,DEFAULT
Kappa Kappa Gamma Sterling Silver Lavaliere with Swarovski™ Blue Crystal,"Stunning sterling silver silver Kappa Kappa Gamma lavaliere pendant with Greek letters set with a genuine Swarovski blue crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself! (This listing is for the pendant only).",1217NWSW8E6,N-002-KappaKappaGamma-Blue,20,5,2013-12-17 15:16:12 PST,,y,1,,,11,,,,B00BOD9RCE,,,1,,,B00BOD9RCE,,,0,DEFAULT
Kappa Kappa Gamma Sterling Silver Lavaliere with Swarovski™ Blue Crystal,"Stunning sterling silver silver Kappa Kappa Gamma lavaliere pendant with Greek letters set with a genuine Swarovski blue crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC45OPU,N-002-KappaKappaGamma-Blue-16,29,7,2014-04-30 16:35:48 PDT,,y,1,,,11,,,,B00K1OP3HU,,,1,,,B00K1OP3HU,,,0,DEFAULT
Kappa Kappa Gamma Sterling Silver Lavaliere with Swarovski™ Blue Crystal,"Stunning sterling silver silver Kappa Kappa Gamma lavaliere pendant with Greek letters set with a genuine Swarovski blue crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC45Y2I,N-002-KappaKappaGamma-Blue-18,29,2,2014-04-30 16:35:50 PDT,,y,1,,,11,,,,B00K1OP4OW,,,1,,,B00K1OP4OW,,,0,DEFAULT
Kappa Kappa Gamma Sterling Silver Lavaliere with Swarovski™ Blue Crystal,"Stunning sterling silver silver Kappa Kappa Gamma lavaliere pendant with Greek letters set with a genuine Swarovski blue crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC465R6,N-002-KappaKappaGamma-Blue-20,29,7,2014-04-30 16:35:53 PDT,,y,1,,,11,,,,B00K1OP69A,,,1,,,B00K1OP69A,,,0,DEFAULT
Kappa Kappa Gamma Sterling Silver Lavaliere with Swarovski™ Blue Crystal,"Stunning sterling silver silver Kappa Kappa Gamma lavaliere pendant with Greek letters set with a genuine Swarovski blue crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC45CFC,N-002-KappaKappaGamma-Blue-P,29,7,2014-04-30 16:35:44 PDT,,y,1,,,11,,,,B00K1OP1Q8,,,1,,,B00K1OP1Q8,,,0,DEFAULT
Kappa Kappa Gamma Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver Kappa Kappa Gamma lavaliere pendant with Greek letters set with a genuine Swarovski™ clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC471XI,N-002-KappaKappaGamma-P,29,10,2014-04-30 16:36:06 PDT,,y,1,,,11,,,,B00K1OPCG2,,,1,,,B00K1OPCG2,,,0,DEFAULT
Kappa Kappa Psi Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver Kappa Kappa Psi lavaliere pendant with Greek letters set with a genuine Swarovski clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC44CX0,N-002-KappaKappaPsi-P,29,1,2014-04-30 16:35:33 PDT,,y,1,,,11,,,,B00K1OOW2M,,,1,,,B00K1OOW2M,,,0,DEFAULT
Lambda Theta Alpha Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver Lambda Theta Alpha lavaliere pendant with Greek letters set with a genuine Swarovski™ clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0425PYP7FM6,N-002-LambdaThetaAlpha,20,2,2015-04-24 19:33:03 PDT,,y,1,,,11,,,,B00WNSXY1O,,,1,,,B00WNSXY1O,,,0,DEFAULT
Lambda Theta Alpha Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver Lambda Theta Alpha lavaliere pendant with Greek letters set with a genuine Swarovski™ clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0425PYP7J40,N-002-LambdaThetaAlpha-16,29,2,2015-04-24 19:33:06 PDT,,y,1,,,11,,,,B00WNSXZQS,,,1,,,B00WNSXZQS,,,0,DEFAULT
Lambda Theta Alpha Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver Lambda Theta Alpha lavaliere pendant with Greek letters set with a genuine Swarovski™ clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0425PYP7NMI,N-002-LambdaThetaAlpha-18,29,1,2015-04-24 19:33:09 PDT,,y,1,,,11,,,,B00WNSY1JS,,,1,,,B00WNSY1JS,,,0,DEFAULT
Lambda Theta Alpha Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver Lambda Theta Alpha lavaliere pendant with Greek letters set with a genuine Swarovski™ clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0425PYP7WQ0,N-002-LambdaThetaAlpha-20,29,2,2015-04-24 19:33:11 PDT,,y,1,,,11,,,,B00WNSY3FK,,,1,,,B00WNSY3FK,,,0,DEFAULT
Oes Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver OES lavaliere pendant with Greek letters set with a genuine Swarovski™ clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself! (This listing is for the pendant only).",0503OHVCRZI,N-002-OES,20,13,2014-05-02 17:56:53 PDT,,y,1,,,11,,,,B00HES7ORS,,,1,,,B00HES7ORS,,,0,DEFAULT
Oes Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver OES lavaliere pendant with Greek letters set with a genuine Swarovski™ clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself! (This listing is for the pendant only).",0503OHZZVV6,N-002-OES-16,29,14,2014-05-02 18:51:50 PDT,,y,1,,,11,,,,B00K3AQAO2,,,1,,,B00K3AQAO2,,,0,DEFAULT
Oes Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver OES lavaliere pendant with Greek letters set with a genuine Swarovski™ clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself! (This listing is for the pendant only).",0503OHZZY2C,N-002-OES-18,29,12,2014-05-02 18:51:53 PDT,,y,1,,,11,,,,B00K3AQCDQ,,,1,,,B00K3AQCDQ,,,0,DEFAULT
Oes Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver OES lavaliere pendant with Greek letters set with a genuine Swarovski™ clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself! (This listing is for the pendant only).",0503OI002U0,N-002-OES-20,29,15,2014-05-02 18:51:55 PDT,,y,1,,,11,,,,B00K3AQDKS,,,1,,,B00K3AQDKS,,,0,DEFAULT
Phi Mu Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver Phi Mu lavaliere pendant with Greek letters set with a genuine Swarovski clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself! (This listing is for the pendant only).",0304NK3T0CI,N-002-PhiMu,20,7,2013-03-03 16:33:36 PST,,y,1,,,11,,,,B00BOD7UNM,,,1,,,B00BOD7UNM,,,0,DEFAULT
Phi Mu Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver Phi Mu lavaliere pendant with Greek letters set with a genuine Swarovski clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC43SQC,N-002-PhiMu-16,29,4,2014-04-30 16:35:25 PDT,,y,1,,,11,,,,B00K1OORQI,,,1,,,B00K1OORQI,,,0,DEFAULT
Phi Mu Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver Phi Mu lavaliere pendant with Greek letters set with a genuine Swarovski clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC43WKO,N-002-PhiMu-18,29,7,2014-04-30 16:35:28 PDT,,y,1,,,11,,,,B00K1OOTG6,,,1,,,B00K1OOTG6,,,0,DEFAULT
Phi Mu Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver Phi Mu lavaliere pendant with Greek letters set with a genuine Swarovski clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC446PO,N-002-PhiMu-20,29,8,2014-04-30 16:35:29 PDT,,y,1,,,11,,,,B00K1OOV4Q,,,1,,,B00K1OOV4Q,,,0,DEFAULT
Phi Mu Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver Phi Mu lavaliere pendant with Greek letters set with a genuine Swarovski clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC43FA6,N-002-PhiMu-P,29,8,2014-04-30 16:35:22 PDT,,y,1,,,11,,,,B00K1OOQ0A,,,1,,,B00K1OOQ0A,,,0,DEFAULT
Phi Mu Sterling Silver Lavaliere with Swarovski™ Rose Crystal,"Stunning sterling silver silver Phi Mu lavaliere pendant with Greek letters set with a genuine Swarovski pink crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself! (This listing is for the pendant only).",0131OL7NWQI,N-002-PhiMu-Rose,20,4,2014-01-31 15:18:26 PST,,y,1,,,11,,,,B00BOD7UTQ,,,1,,,B00BOD7UTQ,,,0,DEFAULT
Phi Mu Sterling Silver Lavaliere with Swarovski™ Rose Crystal,"Stunning sterling silver silver Phi Mu lavaliere pendant with Greek letters set with a genuine Swarovski pink crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC42UKC,N-002-PhiMu-Rose-16,29,5,2014-04-30 16:35:16 PDT,,y,1,,,11,,,,B00K1OOM9K,,,1,,,B00K1OOM9K,,,0,DEFAULT
Phi Mu Sterling Silver Lavaliere with Swarovski™ Rose Crystal,"Stunning sterling silver silver Phi Mu lavaliere pendant with Greek letters set with a genuine Swarovski pink crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC4334O,N-002-PhiMu-Rose-18,29,4,2014-04-30 16:35:17 PDT,,y,1,,,11,,,,B00K1OON3U,,,1,,,B00K1OON3U,,,0,DEFAULT
Phi Mu Sterling Silver Lavaliere with Swarovski™ Rose Crystal,"Stunning sterling silver silver Phi Mu lavaliere pendant with Greek letters set with a genuine Swarovski pink crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC438ZI,N-002-PhiMu-Rose-20,29,5,2014-04-30 16:35:19 PDT,,y,1,,,11,,,,B00K1OOOIE,,,1,,,B00K1OOOIE,,,0,DEFAULT
Phi Mu Sterling Silver Lavaliere with Swarovski™ Rose Crystal,"Stunning sterling silver silver Phi Mu lavaliere pendant with Greek letters set with a genuine Swarovski pink crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC42H6O,N-002-PhiMu-Rose-P,29,5,2014-04-30 16:35:12 PDT,,y,1,,,11,,,,B00K1OOJNE,,,1,,,B00K1OOJNE,,,0,DEFAULT
Phi Sigma Sigma Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver Phi Sigma Sigma lavaliere pendant with Greek letters set with a genuine Swarovski™ clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0425PYP886I,N-002-PhiSigmaSigma,20,48,2015-04-24 19:33:15 PDT,,y,1,,,11,,,,B00WNSY6D4,,,1,,,B00WNSY6D4,,,0,DEFAULT
Phi Sigma Sigma Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver Phi Sigma Sigma lavaliere pendant with Greek letters set with a genuine Swarovski™ clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0425PYP8CE6,N-002-PhiSigmaSigma-16,29,49,2015-04-24 19:33:17 PDT,,y,1,,,11,,,,B00WNSY7SS,,,1,,,B00WNSY7SS,,,0,DEFAULT
Phi Sigma Sigma Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver Phi Sigma Sigma lavaliere pendant with Greek letters set with a genuine Swarovski™ clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0425PYP8M46,N-002-PhiSigmaSigma-18,29,46,2015-04-24 19:33:19 PDT,,y,1,,,11,,,,B00WNSY99U,,,1,,,B00WNSY99U,,,0,DEFAULT
Phi Sigma Sigma Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver Phi Sigma Sigma lavaliere pendant with Greek letters set with a genuine Swarovski™ clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0425PYP8OJO,N-002-PhiSigmaSigma-20,29,50,2015-04-24 19:33:22 PDT,,y,1,,,11,,,,B00WNSYB48,,,1,,,B00WNSYB48,,,0,DEFAULT
Phi Sigma Sigma Sterling Silver Heart Pendant set with Swarovski™ Blue Crystal,"Stunning sterling silver Phi Sigma Sigma lavaliere pendant with Greek letters set with a genuine Swarovski™ blue crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0425PYP9RN6,N-002-PhiSigmaSigma-Blue,20,4,2015-04-24 19:33:35 PDT,,y,1,,,11,,,,B00WNSYKW6,,,1,,,B00WNSYKW6,,,0,DEFAULT
Phi Sigma Sigma Sterling Silver Heart Pendant set with Swarovski™ Blue Crystal,"Stunning sterling silver Phi Sigma Sigma lavaliere pendant with Greek letters set with a genuine Swarovski™ blue crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0425PYP9UZ6,N-002-PhiSigmaSigma-Blue-16,29,4,2015-04-24 19:33:37 PDT,,y,1,,,11,,,,B00WNSYM8S,,,1,,,B00WNSYM8S,,,0,DEFAULT
Phi Sigma Sigma Sterling Silver Heart Pendant set with Swarovski™ Blue Crystal,"Stunning sterling silver Phi Sigma Sigma lavaliere pendant with Greek letters set with a genuine Swarovski™ blue crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0425PYP9ZDI,N-002-PhiSigmaSigma-Blue-18,29,4,2015-04-24 19:33:39 PDT,,y,1,,,11,,,,B00WNSYNPA,,,1,,,B00WNSYNPA,,,0,DEFAULT
Phi Sigma Sigma Sterling Silver Heart Pendant set with Swarovski™ Blue Crystal,"Stunning sterling silver Phi Sigma Sigma lavaliere pendant with Greek letters set with a genuine Swarovski™ blue crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0425PYPA0PU,N-002-PhiSigmaSigma-Blue-20,29,4,2015-04-24 19:33:41 PDT,,y,1,,,11,,,,B00WNSYPKI,,,1,,,B00WNSYPKI,,,0,DEFAULT
Pi Beta Phi Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver Pi Beta Phi lavaliere pendant with Greek letters set with a genuine Swarovski clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself! (This listing is for the pendant only).",0304NK3WCK0,N-002-PiBetaPhi,20,8,2013-03-03 16:34:32 PST,,y,1,,,11,,,,B00BOD82MK,,,1,,,B00BOD82MK,,,0,DEFAULT
Pi Beta Phi Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver Pi Beta Phi lavaliere pendant with Greek letters set with a genuine Swarovski clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC41VG6,N-002-PiBetaPhi-16,29,7,2014-04-30 16:35:04 PDT,,y,1,,,11,,,,B00K1OOEBQ,,,1,,,B00K1OOEBQ,,,0,DEFAULT
Pi Beta Phi Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver Pi Beta Phi lavaliere pendant with Greek letters set with a genuine Swarovski clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC422DC,N-002-PiBetaPhi-18,29,5,2014-04-30 16:35:07 PDT,,y,1,,,11,,,,B00K1OOGHS,,,1,,,B00K1OOGHS,,,0,DEFAULT
Pi Beta Phi Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver Pi Beta Phi lavaliere pendant with Greek letters set with a genuine Swarovski clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC42BBU,N-002-PiBetaPhi-20,29,10,2014-04-30 16:35:09 PDT,,y,1,,,11,,,,B00K1OOHX6,,,1,,,B00K1OOHX6,,,0,DEFAULT
Pi Beta Phi Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver Pi Beta Phi lavaliere pendant with Greek letters set with a genuine Swarovski clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC41CGU,N-002-PiBetaPhi-P,29,2,2014-04-30 16:34:58 PDT,,y,1,,,11,,,,B00K1OOB1O,,,1,,,B00K1OOB1O,,,0,DEFAULT
Pi Kappa Phi Sterling Silver Lavaliere with Swarovski™ Blue Crystal,"Stunning sterling silver silver Pi Kappa Phi lavaliere pendant with Greek letters set with a genuine Swarovski blue crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself! (This listing is for the pendant only).",0304NK4MX8U,N-002-PiKappaPhi-Blue,20,2,2013-03-03 16:41:37 PST,,y,1,,,11,,,,B00BOD9W06,,,1,,,B00BOD9W06,,,0,DEFAULT
Pi Kappa Phi Sterling Silver Lavaliere with Swarovski™ Blue Crystal,"Stunning sterling silver silver Pi Kappa Phi lavaliere pendant with Greek letters set with a genuine Swarovski blue crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC40N9C,N-002-PiKappaPhi-Blue-16,29,1,2014-04-30 16:34:50 PDT,,y,1,,,11,,,,B00K1OO5HE,,,1,,,B00K1OO5HE,,,0,DEFAULT
Pi Kappa Phi Sterling Silver Lavaliere with Swarovski™ Blue Crystal,"Stunning sterling silver silver Pi Kappa Phi lavaliere pendant with Greek letters set with a genuine Swarovski blue crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC40S4C,N-002-PiKappaPhi-Blue-18,29,4,2014-04-30 16:34:53 PDT,,y,1,,,11,,,,B00K1OO79A,,,1,,,B00K1OO79A,,,0,DEFAULT
